,heating_male,heating_female,tuple,average_male,average_female,female-male
0,-0.07624456,-0.11748958,"('unsociable', 'sociable')",-0.0762446,-0.1174896,-0.041245
1,1.5398127,1.5296235,"('unfriendly', 'friendly')",1.5398127,1.5296235,-0.0101892
2,0.08972188,0.28437477,"('unlikable', 'likable')",0.0897219,0.2843748,0.1946529
3,0.2453649,0.5586786,"('repellent', 'pleasant')",0.2453649,0.5586786,0.3133137
4,-8.011455,-7.920046,"('disliked', 'liked')",-8.0114546,-7.9200459,0.0914087
5,-0.31784207,-0.29130173,"('distant', 'outgoing')",-0.3178421,-0.2913017,0.0265404
6,0.28153968,0.17400861,"('distant', 'open')",0.2815397,0.1740086,-0.1075311
7,1.303959,1.3979273,"('insensitive', 'sensitive')",1.303959,1.3979273,0.0939683
8,1.304866,1.19004,"('unaffectionate', 'affectionate')",1.304866,1.19004,-0.114826
9,1.7459104,1.691515,"('unaffectionate', 'caring')",1.7459104,1.691515,-0.0543954
10,1.1953156,1.1165237,"('unsympathetic', 'sympathetic')",1.1953156,1.1165237,-0.0787919
11,1.7171893,1.8144387,"('unhelpful', 'helpful')",1.7171893,1.8144387,0.0972494
12,-1.5650245,-1.4824202,"('unsupportive', 'supportive')",-1.5650245,-1.4824202,0.0826043
13,-0.17648843,-0.031541534,"('impolite', 'polite')",-0.1764884,-0.0315415,0.1449469
14,-0.23074406,-0.057877097,"('antisocial', 'social')",-0.2307441,-0.0578771,0.172867
15,0.39490765,0.39690447,"('boring', 'funny')",0.3949077,0.3969045,0.0019968
16,-0.8131469,-0.61536366,"('unpopular', 'popular')",-0.8131469,-0.6153637,0.1977832
17,0.03419719,-0.025168836,"('nasty', 'nice')",0.0341972,-0.0251688,-0.059366
18,-0.99513185,-0.8008916,"('disagreeable', 'welcoming')",-0.9951319,-0.8008916,0.1942403
19,-0.42496023,-0.4855181,"('inhospitable', 'hospitable')",-0.4249602,-0.4855181,-0.0605579
20,0.965877,0.87731934,"('rough', 'thoughtful')",0.965877,0.8773193,-0.0885577
21,-0.6051944,-0.3137841,"('immoral', 'moral')",-0.6051944,-0.3137841,0.2914103
22,-0.70281637,-0.50941926,"('untrustworthy', 'trustworthy')",-0.7028164,-0.5094193,0.1933971
23,6.6216145,6.7616925,"('insincere', 'sincere')",6.6216145,6.7616925,0.140078
24,1.4585739,1.5513507,"('dishonest', 'honest')",1.4585739,1.5513507,0.0927768
25,0.43951222,0.35617927,"('egoistic', 'altruistic')",0.4395122,0.3561793,-0.0833329
26,1.1977973,0.8136692,"('hardhearted', 'benevolent')",1.1977973,0.8136692,-0.3841281
27,1.8692746,1.6864455,"('hardhearted', 'softhearted')",1.8692746,1.6864455,-0.1828291
28,1.2546425,1.0851343,"('disloyal', 'loyal')",1.2546425,1.0851343,-0.1695082
29,-0.28235382,-0.47410813,"('unfair', 'fair')",-0.2823538,-0.4741081,-0.1917543
30,0.96290314,0.98640215,"('intolerant', 'tolerant')",0.9629031,0.9864022,0.0234991
31,-1.1420103,-1.137915,"('evil', 'good')",-1.1420103,-1.137915,0.0040953
32,1.2801492,1.1368166,"('unkind', 'kind')",1.2801492,1.1368166,-0.1433326
33,-0.65067977,-0.6722262,"('wrong', 'right')",-0.6506798,-0.6722262,-0.0215464
34,4.7891836,5.0197005,"('mean', 'honorable')",4.7891836,5.0197005,0.2305169
35,-0.63760376,-0.9649283,"('corrupt', 'incorrupt')",-0.6376038,-0.9649283,-0.3273245
36,-0.63801056,-0.9200139,"('hostile', 'amicable')",-0.6380106,-0.9200139,-0.2820033
37,0.94890684,0.91399914,"('fake', 'genuine')",0.9489068,0.9139991,-0.0349077
38,-0.20789015,-0.20324028,"('untruthful', 'truthful')",-0.2078902,-0.2032403,0.0046499
39,-0.18134789,-0.06500758,"('exploitative', 'cooperative')",-0.1813479,-0.0650076,0.1163403
40,-1.2745184,-1.2998164,"('stingy', 'generous')",-1.2745184,-1.2998164,-0.025298
41,-0.014295327,-0.18378103,"('unforgiving', 'forgiving')",-0.0142953,-0.183781,-0.1694857
42,-2.4137633,-2.3233502,"('unreliable', 'reliable')",-2.4137633,-2.3233502,0.0904131
43,1.2091254,1.2975186,"('irresponsible', 'responsible')",1.2091254,1.2975186,0.0883932
44,-1.659117,-1.6541135,"('prejudiced', 'unprejudiced')",-1.659117,-1.6541135,0.0050035
45,0.2886949,0.2879273,"('incompetent', 'competent')",0.2886949,0.2879273,-0.0007676
46,-1.023641,-0.95667654,"('uncompetitive', 'competitive')",-1.023641,-0.9566765,0.0669645
47,6.1497126,6.263855,"('stupid', 'smart')",6.1497126,6.263855,0.1141424
48,0.9091231,0.9043299,"('unintelligent', 'intelligent')",0.9091231,0.9043299,-0.0047932
49,-0.42523557,-0.17454979,"('unable', 'able')",-0.4252356,-0.1745498,0.2506858
50,-0.23728774,-0.22640046,"('clumsy', 'skillful')",-0.2372877,-0.2264005,0.0108872
51,0.17040437,0.18525133,"('uneducated', 'educated')",0.1704044,0.1852513,0.0148469
52,-0.1947527,-0.36384508,"('irrational', 'rational')",-0.1947527,-0.3638451,-0.1690924
53,0.6588312,0.644586,"('uncreative', 'creative')",0.6588312,0.644586,-0.0142452
54,1.2196057,1.2196782,"('incapable', 'capable')",1.2196057,1.2196782,7.25e-05
55,0.42871705,0.6691567,"('incompetent', 'clever')",0.428717,0.6691567,0.2404397
56,0.3979936,0.55853003,"('impractical', 'practical')",0.3979936,0.55853,0.1605364
57,-2.6492028,-2.6973596,"('unimaginative', 'imaginative')",-2.6492028,-2.6973596,-0.0481568
58,0.35494414,0.25340614,"('undiscriminating', 'discriminating')",0.3549441,0.2534061,-0.101538
59,0.0950309,0.08525717,"('foolish', 'wise')",0.0950309,0.0852572,-0.0097737
60,0.22470509,0.5619342,"('inefficient', 'efficient')",0.2247051,0.5619342,0.3372291
61,0.60903853,0.52713764,"('illogical', 'logical')",0.6090385,0.5271376,-0.0819009
62,0.72885865,1.0924462,"('incompetent', 'brilliant')",0.7288586,1.0924462,0.3635876
63,0.4350768,0.6069683,"('unperceptive', 'insightful')",0.4350768,0.6069683,0.1718915
64,-7.1084886,-6.838358,"('shy', 'confident')",-7.1084886,-6.8383579,0.2701307
65,0.48602808,0.5978824,"('insecure', 'secure')",0.4860281,0.5978824,0.1118543
66,0.25244534,0.055717,"('inactive', 'active')",0.2524453,0.055717,-0.1967283
67,-0.64260787,-0.60861194,"('doubtful', 'determined')",-0.6426079,-0.6086119,0.033996
68,-1.0566111,-0.9397912,"('dependent', 'independent')",-1.0566111,-0.9397912,0.1168199
69,-1.6503688,-1.697572,"('lazy', 'industrious')",-1.6503688,-1.697572,-0.0472032
70,1.2695856,1.3437873,"('lethargic', 'energetic')",1.2695856,1.3437873,0.0742017
71,0.5248518,0.635236,"('diffident', 'self-confident')",0.5248518,0.635236,0.1103842
72,0.8570846,1.0564438,"('unambitious', 'ambitious')",0.8570846,1.0564438,0.1993592
73,-3.6914134,-3.4065368,"('helpless', 'self-reliant')",-3.6914134,-3.4065368,0.2848766
74,0.01257902,-0.052390207,"('undedicated', 'dedicated')",0.012579,-0.0523902,-0.0649692
75,-0.84167325,-0.8172283,"('meek', 'impulsive')",-0.8416733,-0.8172283,0.024445
76,0.654591,0.7631576,"('anxious', 'daring')",0.654591,0.7631576,0.1085666
77,-1.4989914,-1.3496171,"('unmotivated', 'motivated')",-1.4989914,-1.3496171,0.1493743
78,-0.31141666,-0.34495392,"('nonresilient', 'resilient')",-0.3114167,-0.3449539,-0.0335372
79,0.2099549,-0.06494163,"('wavering', 'unwavering')",0.2099549,-0.0649416,-0.2748965
80,-0.04286752,-0.050052673,"('dominated', 'dominating')",-0.0428675,-0.0500527,-0.0071852
81,-0.20693849,-0.094567925,"('submissive', 'aggressive')",-0.2069385,-0.0945679,0.1123706
82,6.4830623,6.679892,"('poor', 'rich')",6.4830623,6.6798921,0.1968298
83,-0.566546,-0.69174117,"('powerless', 'powerful')",-0.566546,-0.6917412,-0.1251952
84,0.44696254,0.3525404,"('inferior', 'superior')",0.4469625,0.3525404,-0.0944221
85,-0.64152056,-0.89999044,"('insignificant', 'prestigious')",-0.6415206,-0.8999904,-0.2584698
86,0.4405502,0.3780579,"('uninfluential', 'influential')",0.4405502,0.3780579,-0.0624923
87,-0.15298504,0.16045573,"('unsuccessful', 'successful')",-0.152985,0.1604557,0.3134407
88,0.031860296,0.059686013,"('low', 'eminent')",0.0318603,0.059686,0.0278257
