,wallet_male,wallet_female,tuple,average_male,average_female,female-male
0,0.09953229,0.033918504,"('unsociable', 'sociable')",0.0995323,0.0339185,-0.0656138
1,1.7589376,1.5964721,"('unfriendly', 'friendly')",1.7589376,1.5964721,-0.1624655
2,0.19606972,0.17524265,"('unlikable', 'likable')",0.1960697,0.1752426,-0.0208271
3,-0.022112906,0.10096423,"('repellent', 'pleasant')",-0.0221129,0.1009642,0.1230771
4,-8.056686,-8.149803,"('disliked', 'liked')",-8.0566864,-8.1498032,-0.0931168
5,-0.189681,-0.3074354,"('distant', 'outgoing')",-0.189681,-0.3074354,-0.1177544
6,0.14237465,0.049547195,"('distant', 'open')",0.1423746,0.0495472,-0.0928274
7,0.7481465,0.8556058,"('insensitive', 'sensitive')",0.7481465,0.8556058,0.1074593
8,1.6099867,1.4719055,"('unaffectionate', 'affectionate')",1.6099867,1.4719055,-0.1380812
9,2.1580086,2.1063452,"('unaffectionate', 'caring')",2.1580086,2.1063452,-0.0516634
10,0.5610179,0.67227983,"('unsympathetic', 'sympathetic')",0.5610179,0.6722798,0.1112619
11,2.228177,2.3203382,"('unhelpful', 'helpful')",2.2281771,2.3203382,0.0921611
12,-1.4503541,-1.4381667,"('unsupportive', 'supportive')",-1.4503541,-1.4381667,0.0121874
13,-0.027500555,-0.06645711,"('impolite', 'polite')",-0.0275006,-0.0664571,-0.0389565
14,-0.25539428,-0.24788764,"('antisocial', 'social')",-0.2553943,-0.2478876,0.0075067
15,0.23198764,0.113878675,"('boring', 'funny')",0.2319876,0.1138787,-0.1181089
16,-0.50616467,-0.50749487,"('unpopular', 'popular')",-0.5061647,-0.5074949,-0.0013302
17,-0.028985947,-0.035322916,"('nasty', 'nice')",-0.0289859,-0.0353229,-0.006337
18,-0.17260772,-0.2745685,"('disagreeable', 'welcoming')",-0.1726077,-0.2745685,-0.1019608
19,-0.23566951,-0.2586626,"('inhospitable', 'hospitable')",-0.2356695,-0.2586626,-0.0229931
20,0.795139,0.8041738,"('rough', 'thoughtful')",0.795139,0.8041738,0.0090348
21,-0.46610984,-0.3876442,"('immoral', 'moral')",-0.4661098,-0.3876442,0.0784656
22,-0.8772086,-0.90472287,"('untrustworthy', 'trustworthy')",-0.8772086,-0.9047229,-0.0275143
23,7.3964305,7.4356127,"('insincere', 'sincere')",7.3964305,7.4356127,0.0391822
24,2.0579073,1.9666377,"('dishonest', 'honest')",2.0579073,1.9666377,-0.0912696
25,0.91835344,0.8125934,"('egoistic', 'altruistic')",0.9183534,0.8125934,-0.10576
26,1.1919999,1.0816429,"('hardhearted', 'benevolent')",1.1919999,1.0816429,-0.110357
27,1.8527428,1.7136847,"('hardhearted', 'softhearted')",1.8527428,1.7136847,-0.1390581
28,1.4513489,1.3972459,"('disloyal', 'loyal')",1.4513489,1.3972459,-0.054103
29,-0.718127,-0.7782564,"('unfair', 'fair')",-0.718127,-0.7782564,-0.0601294
30,1.4767388,1.440798,"('intolerant', 'tolerant')",1.4767388,1.440798,-0.0359408
31,-1.4775603,-1.5182748,"('evil', 'good')",-1.4775603,-1.5182748,-0.0407145
32,1.2053227,1.1498805,"('unkind', 'kind')",1.2053227,1.1498805,-0.0554422
33,-0.23923846,-0.36536133,"('wrong', 'right')",-0.2392385,-0.3653613,-0.1261228
34,5.454156,5.5760703,"('mean', 'honorable')",5.4541559,5.5760703,0.1219144
35,-0.7942578,-0.9623115,"('corrupt', 'incorrupt')",-0.7942578,-0.9623115,-0.1680537
36,-0.18421514,-0.39753824,"('hostile', 'amicable')",-0.1842151,-0.3975382,-0.2133231
37,0.5724133,0.6049886,"('fake', 'genuine')",0.5724133,0.6049886,0.0325753
38,0.42368355,0.38062683,"('untruthful', 'truthful')",0.4236836,0.3806268,-0.0430568
39,0.70581365,0.73213905,"('exploitative', 'cooperative')",0.7058136,0.7321391,0.0263255
40,-1.4716206,-1.6174753,"('stingy', 'generous')",-1.4716206,-1.6174753,-0.1458547
41,0.6671688,0.5260024,"('unforgiving', 'forgiving')",0.6671688,0.5260024,-0.1411664
42,-3.285976,-3.2476075,"('unreliable', 'reliable')",-3.2859759,-3.2476075,0.0383684
43,1.4721495,1.514952,"('irresponsible', 'responsible')",1.4721495,1.5149519,0.0428024
44,-1.6137056,-1.5598311,"('prejudiced', 'unprejudiced')",-1.6137056,-1.5598311,0.0538745
45,-0.12731017,-0.08495409,"('incompetent', 'competent')",-0.1273102,-0.0849541,0.0423561
46,-1.1006286,-1.0859393,"('uncompetitive', 'competitive')",-1.1006286,-1.0859393,0.0146893
47,5.6818624,5.793282,"('stupid', 'smart')",5.6818624,5.793282,0.1114196
48,0.5746442,0.5549089,"('unintelligent', 'intelligent')",0.5746442,0.5549089,-0.0197353
49,0.15231985,0.19939722,"('unable', 'able')",0.1523198,0.1993972,0.0470774
50,-0.43355918,-0.48933908,"('clumsy', 'skillful')",-0.4335592,-0.4893391,-0.0557799
51,0.21235661,0.2589202,"('uneducated', 'educated')",0.2123566,0.2589202,0.0465636
52,-0.2777354,-0.42697677,"('irrational', 'rational')",-0.2777354,-0.4269768,-0.1492414
53,0.10494448,0.05070757,"('uncreative', 'creative')",0.1049445,0.0507076,-0.0542369
54,1.1449387,1.1729642,"('incapable', 'capable')",1.1449387,1.1729642,0.0280255
55,0.54174596,0.61752415,"('incompetent', 'clever')",0.541746,0.6175241,0.0757781
56,0.45293805,0.5080328,"('impractical', 'practical')",0.4529381,0.5080328,0.0550947
57,-3.8588946,-3.7565374,"('unimaginative', 'imaginative')",-3.8588946,-3.7565374,0.1023572
58,0.032156423,0.021381356,"('undiscriminating', 'discriminating')",0.0321564,0.0213814,-0.010775
59,0.067217074,0.002987742,"('foolish', 'wise')",0.0672171,0.0029877,-0.0642294
60,0.70237917,0.8242543,"('inefficient', 'efficient')",0.7023792,0.8242543,0.1218751
61,0.6963662,0.5461936,"('illogical', 'logical')",0.6963662,0.5461936,-0.1501726
62,0.313622,0.4614147,"('incompetent', 'brilliant')",0.313622,0.4614147,0.1477927
63,0.27480596,0.3371839,"('unperceptive', 'insightful')",0.274806,0.3371839,0.0623779
64,-7.3037076,-7.2884464,"('shy', 'confident')",-7.3037076,-7.2884464,0.0152612
65,-0.08936323,-0.02511207,"('insecure', 'secure')",-0.0893632,-0.0251121,0.0642511
66,-0.6245627,-0.62526935,"('inactive', 'active')",-0.6245627,-0.6252694,-0.0007067
67,-0.037648603,0.04582876,"('doubtful', 'determined')",-0.0376486,0.0458288,0.0834774
68,-1.205928,-1.1569324,"('dependent', 'independent')",-1.205928,-1.1569324,0.0489956
69,-2.040549,-2.1397169,"('lazy', 'industrious')",-2.040549,-2.1397169,-0.0991679
70,0.4333302,0.5378836,"('lethargic', 'energetic')",0.4333302,0.5378836,0.1045534
71,0.8397616,0.84293365,"('diffident', 'self-confident')",0.8397616,0.8429337,0.0031721
72,0.43763724,0.49701715,"('unambitious', 'ambitious')",0.4376372,0.4970171,0.0593799
73,-3.1996672,-3.165291,"('helpless', 'self-reliant')",-3.1996672,-3.1652911,0.0343761
74,-0.04112391,-0.09223241,"('undedicated', 'dedicated')",-0.0411239,-0.0922324,-0.0511085
75,-1.2792987,-1.1959609,"('meek', 'impulsive')",-1.2792987,-1.1959609,0.0833378
76,0.2589907,0.3438871,"('anxious', 'daring')",0.2589907,0.3438871,0.0848964
77,-1.2390178,-1.0996084,"('unmotivated', 'motivated')",-1.2390178,-1.0996084,0.1394094
78,-0.52435243,-0.5326817,"('nonresilient', 'resilient')",-0.5243524,-0.5326817,-0.0083293
79,-0.031868998,-0.073266104,"('wavering', 'unwavering')",-0.031869,-0.0732661,-0.0413971
80,-0.32237184,-0.24650161,"('dominated', 'dominating')",-0.3223718,-0.2465016,0.0758702
81,-0.26601052,-0.070926905,"('submissive', 'aggressive')",-0.2660105,-0.0709269,0.1950836
82,6.161787,6.297405,"('poor', 'rich')",6.161787,6.2974048,0.1356178
83,-0.22739384,-0.24578127,"('powerless', 'powerful')",-0.2273938,-0.2457813,-0.0183875
84,0.7434873,0.7518951,"('inferior', 'superior')",0.7434873,0.7518951,0.0084078
85,0.10462928,-0.060100127,"('insignificant', 'prestigious')",0.1046293,-0.0601001,-0.1647294
86,0.11872809,0.08137211,"('uninfluential', 'influential')",0.1187281,0.0813721,-0.037356
87,-0.25264546,-0.13736784,"('unsuccessful', 'successful')",-0.2526455,-0.1373678,0.1152777
88,0.17802028,0.1977563,"('low', 'eminent')",0.1780203,0.1977563,0.019736
